"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY"
"AD Comments/UDFs","","UDF Picklist 11","UDF.PICKLIST.11","150","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 11 Code Desc","UDF.PICKLIST.11.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 12","UDF.PICKLIST.12","151","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 12 Code Desc","UDF.PICKLIST.12.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 13","UDF.PICKLIST.13","152","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 13 Code Desc","UDF.PICKLIST.13.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 14","UDF.PICKLIST.14","153","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 14 Code Desc","UDF.PICKLIST.14.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 15","UDF.PICKLIST.15","154","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 15 Code Desc","UDF.PICKLIST.15.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 16","UDF.PICKLIST.16","155","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 16 Code Desc","UDF.PICKLIST.16.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 17","UDF.PICKLIST.17","156","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 17 Code Desc","UDF.PICKLIST.17.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 18","UDF.PICKLIST.18","157","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 18 Code Desc","UDF.PICKLIST.18.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 19","UDF.PICKLIST.19","158","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 19 Code Desc","UDF.PICKLIST.19.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 2","UDF.PICKLIST.2","141","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 2 Code Desc","UDF.PICKLIST.2.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 20","UDF.PICKLIST.20","159","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 20 Code Desc","UDF.PICKLIST.20.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 21","UDF.PICKLIST.21","160","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 21 Code Desc","UDF.PICKLIST.21.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 22","UDF.PICKLIST.22","161","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 22 Code Desc","UDF.PICKLIST.22.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 23","UDF.PICKLIST.23","162","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 23 Code Desc","UDF.PICKLIST.23.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 24","UDF.PICKLIST.24","163","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 24 Code Desc","UDF.PICKLIST.24.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 25","UDF.PICKLIST.25","164","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 25 Code Desc","UDF.PICKLIST.25.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 26","UDF.PICKLIST.26","165","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 26 Code Desc","UDF.PICKLIST.26.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 27","UDF.PICKLIST.27","166","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 27 Code Desc","UDF.PICKLIST.27.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 28","UDF.PICKLIST.28","167","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 28 Code Desc","UDF.PICKLIST.28.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 29","UDF.PICKLIST.29","168","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 29 Code Desc","UDF.PICKLIST.29.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 3","UDF.PICKLIST.3","142","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 3 Code Desc","UDF.PICKLIST.3.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 30","UDF.PICKLIST.30","169","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 30 Code Desc","UDF.PICKLIST.30.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 31","UDF.PICKLIST.31","170","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 31 Code Desc","UDF.PICKLIST.31.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 32","UDF.PICKLIST.32","171","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 32 Code Desc","UDF.PICKLIST.32.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 33","UDF.PICKLIST.33","172","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 33 Code Desc","UDF.PICKLIST.33.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 34","UDF.PICKLIST.34","173","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 34 Code Desc","UDF.PICKLIST.34.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 35","UDF.PICKLIST.35","174","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 35 Code Desc","UDF.PICKLIST.35.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 36","UDF.PICKLIST.36","175","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 36 Code Desc","UDF.PICKLIST.36.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 37","UDF.PICKLIST.37","176","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 37 Code Desc","UDF.PICKLIST.37.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 38","UDF.PICKLIST.38","177","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 38 Code Desc","UDF.PICKLIST.38.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 39","UDF.PICKLIST.39","178","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 39 Code Desc","UDF.PICKLIST.39.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 4","UDF.PICKLIST.4","143","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 4 Code Desc","UDF.PICKLIST.4.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 40","UDF.PICKLIST.40","179","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 40 Code Desc","UDF.PICKLIST.40.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 5","UDF.PICKLIST.5","144","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 5 Code Desc","UDF.PICKLIST.5.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 6","UDF.PICKLIST.6","145","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 6 Code Desc","UDF.PICKLIST.6.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 7","UDF.PICKLIST.7","146","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 7 Code Desc","UDF.PICKLIST.7.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 8","UDF.PICKLIST.8","147","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 8 Code Desc","UDF.PICKLIST.8.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Picklist 9","UDF.PICKLIST.9","148","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Picklist 9 Code Desc","UDF.PICKLIST.9.VAL","0","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 1","UDF.TEXT.1","20","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 1 Code Desc","UDF.TEXT.1.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 10","UDF.TEXT.10","29","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 10 Code Desc","UDF.TEXT.10.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 11","UDF.TEXT.11","30","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 11 Code Desc","UDF.TEXT.11.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 12","UDF.TEXT.12","31","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 12 Code Desc","UDF.TEXT.12.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 13","UDF.TEXT.13","32","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 13 Code Desc","UDF.TEXT.13.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 14","UDF.TEXT.14","33","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 14 Code Desc","UDF.TEXT.14.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 15","UDF.TEXT.15","34","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 15 Code Desc","UDF.TEXT.15.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 16","UDF.TEXT.16","35","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 16 Code Desc","UDF.TEXT.16.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 17","UDF.TEXT.17","36","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 17 Code Desc","UDF.TEXT.17.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 18","UDF.TEXT.18","37","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 18 Code Desc","UDF.TEXT.18.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 19","UDF.TEXT.19","38","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 19 Code Desc","UDF.TEXT.19.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 2","UDF.TEXT.2","21","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 2 Code Desc","UDF.TEXT.2.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 20","UDF.TEXT.20","39","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 20 Code Desc","UDF.TEXT.20.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 21","UDF.TEXT.21","40","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 21 Code Desc","UDF.TEXT.21.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 22","UDF.TEXT.22","41","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 22 Code Desc","UDF.TEXT.22.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 23","UDF.TEXT.23","42","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 23 Code Desc","UDF.TEXT.23.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 24","UDF.TEXT.24","43","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 24 Code Desc","UDF.TEXT.24.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 25","UDF.TEXT.25","44","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 25 Code Desc","UDF.TEXT.25.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 26","UDF.TEXT.26","45","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 26 Code Desc","UDF.TEXT.26.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 27","UDF.TEXT.27","46","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 27 Code Desc","UDF.TEXT.27.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 28","UDF.TEXT.28","47","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 28 Code Desc","UDF.TEXT.28.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 29","UDF.TEXT.29","48","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 29 Code Desc","UDF.TEXT.29.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 3","UDF.TEXT.3","22","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 3 Code Desc","UDF.TEXT.3.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 30","UDF.TEXT.30","49","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 30 Code Desc","UDF.TEXT.30.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 31","UDF.TEXT.31","50","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 31 Code Desc","UDF.TEXT.31.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 32","UDF.TEXT.32","51","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 32 Code Desc","UDF.TEXT.32.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 33","UDF.TEXT.33","52","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 33 Code Desc","UDF.TEXT.33.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 34","UDF.TEXT.34","53","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 34 Code Desc","UDF.TEXT.34.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 35","UDF.TEXT.35","54","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 35 Code Desc","UDF.TEXT.35.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 36","UDF.TEXT.36","55","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 36 Code Desc","UDF.TEXT.36.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 37","UDF.TEXT.37","56","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 37 Code Desc","UDF.TEXT.37.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 38","UDF.TEXT.38","57","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 38 Code Desc","UDF.TEXT.38.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 39","UDF.TEXT.39","58","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 39 Code Desc","UDF.TEXT.39.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 4","UDF.TEXT.4","23","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 4 Code Desc","UDF.TEXT.4.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 40","UDF.TEXT.40","59","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 40 Code Desc","UDF.TEXT.40.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 5","UDF.TEXT.5","24","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 5 Code Desc","UDF.TEXT.5.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 6","UDF.TEXT.6","25","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 6 Code Desc","UDF.TEXT.6.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 7","UDF.TEXT.7","26","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 7 Code Desc","UDF.TEXT.7.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 8","UDF.TEXT.8","27","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 8 Code Desc","UDF.TEXT.8.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Comments/UDFs","","UDF Text 9","UDF.TEXT.9","28","Text","No","","","","0","gstierley","Greg Stierley"
"AD Comments/UDFs","","UDF Text 9 Code Desc","UDF.TEXT.9.VAL","0","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Contracts","","Adj Pct Gn","ADJ.PCT.GN","50","Text","Yes","","","","0","gstierley","Greg Stierley"
"AD Contracts","","Adj Rounding","ADJ.ROUNDING","51","Numeric","Yes","","","","0","gstierley","Greg Stierley"
"AD Contracts","","Adjustment Description","ADJUSTMENT.DESC","18","Text","Yes","","","","0","poconnor","Pat O'Connor"
"AD Contracts","","Adjustment Percentage","ADJUSTMENT.PCT","19","Numeric","Yes","","","","2","poconnor","Pat O'Connor"
"AD Contracts","","Advertiser ID","ADVERTISER.ID","53","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Contracts","","Brand ID","BRAND.ID","12","Text","No","","","","0","poconnor","Pat O'Connor"
"AD Contracts","","Cash Commitment","CASH.COMMITMENT","30","Numeric","No","","","","0","poconnor","Pat O'Connor"
