"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY","CREATEDON","MODIFIEDON"
"AD Client Contracts","","Change User ID","CHANGE.USER.ID","42","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Client ID","CLIENT.ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Comment","COMMENT","7","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Commitment","COMMITMENT","4","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Contact ID","CONTACT.ID","6","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Date Entered","DATE.ENTERED","10","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Date Received","DATE.RECEIVED","26","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Date Sent","DATE.SENT","25","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Desc","DESC","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Discount Ind","DISCOUNT.IND","13","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Discount Pct","DISCOUNT.PCT","9","Numeric","No","","","","2","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","End Date","END.DATE","3","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Entered By","ENTERED.BY","12","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Freq Rate","FREQ.RATE","8","Numeric","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Inactive Ind","INACTIVE.IND","27","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Inet Order IDs","ORDER.IDS","0","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Orders","ORDERS","20","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Other Client IDs","OTHER.CLIENT.IDS","22","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Other Client Notes","OTHER.CLIENT.NOTES","23","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Product Freqs","PRODUCT.FREQS","16","Numeric","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Product IDs","PRODUCT.IDS","15","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Product Pcts","PRODUCT.PCTS","17","Numeric","Yes","","","","2","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Rep ID","REP.ID","5","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Start Date","START.DATE","2","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Contracts","","Time Entered","TIME.ENTERED","11","Time","No","","","","0","GREG.STIERLEY","Greg Stierley","2021-02-04","2021-02-04"
"AD Client Setup Phases","","@id ","@ID","0","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Client Complated Date","CLIENT.COMPLATED.DATE","7","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Client User IDs","CLIENT.USER.IDS","8","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Completed By","COMPLETED.BY","4","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Completed Date","COMPLETED.DATE","3","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Completed Ind","COMPLETED.IND","2","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Completed Note","COMPLETED.NOTE","5","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Link Descs","LINK.DESCS","21","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Link Stored Locally","LINK.STORED.LOCALLY","24","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Link Types","LINK.TYPES","22","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Link URL","LINK.URLS","20","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Link Visible Inds","LINK.VISIBLE.INDS","23","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Percent Completed","PERCENT.COMPLETED","25","Numeric","Yes","","","","2","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Percent Completed Date","PERCENT.COMPLETED.DATE","26","Date","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Percent Completed Time","PERCENT.COMPLETED.TIME","27","Time","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Percent Completed User","PERCENT.COMPLETED.USER","28","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Process IDs","PROCESS.IDS","10","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Scheduled Date","SCHEDULED.DATE","6","Date","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Setup Complete Date","SETUP.COMPLETE.DATE","17","Date","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Setup Complete Ind","SETUP.COMPLETE.IND","16","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Setup Complete Time","SETUP.COMPLETE.TIME","18","Time","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Setup Complete User","SETUP.COMPLETE.USER","19","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Training Complete Date","TRAINING.COMPLETE.DATE","12","Date","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Training Complete Ind","TRAINING.COMPLETE.IND","11","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Training Complete Time","TRAINING.COMPLETE.TIME","13","Time","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Training Complete User","TRAINING.COMPLETE.USER","14","Text","Yes","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Client Setup Phases","","Visible Ind","VISIBLE.IND","1","Text","No","","","","0","GREG.STIERLEY","Greg Stierley","2023-05-26","2023-05-26"
"AD Comments/UDFs","","Comment","COMMENT","4","Text","Yes","","","MCP","0","gstierley","Greg Stierley","2014-04-03","2014-08-07"
"AD Comments/UDFs","","Comment Date","COMMENT.DATE","2","Date","Yes","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","Comment Time","COMMENT.TIME","3","Time","Yes","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","Comment User ID","COMMENT.USER.ID","5","Text","Yes","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","Email Rep Ind","EMAIL.REP.IND","6","Text","Yes","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","Last Changed By","LAST.CHANGED.BY","0","Text","No","","","","0","ADMIN","System Administrator","2020-05-25","2020-05-25"
"AD Comments/UDFs","","Last Changed Date","LAST.CHANGED.DATE","0","Date","No","","","","0","ADMIN","System Administrator","2020-05-25","2020-05-25"
"AD Comments/UDFs","","Last Changed Time","LAST.CHANGED.TIME","0","Time","No","","","","0","ADMIN","System Administrator","2020-05-25","2020-05-25"
"AD Comments/UDFs","","Order ID","@ID","0","Text","No","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","Rep Informed Ind","REP.INFORMED.IND","7","Text","Yes","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","Stamp Date","STAMP.DATE","1","Date","Yes","","","","0","gstierley","Greg Stierley","2014-04-03","2014-04-03"
"AD Comments/UDFs","","UDF Date 1","UDF.DATE.1","60","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 10","UDF.DATE.10","69","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 11","UDF.DATE.11","70","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 12","UDF.DATE.12","71","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 13","UDF.DATE.13","72","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 14","UDF.DATE.14","73","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 15","UDF.DATE.15","74","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 16","UDF.DATE.16","75","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 17","UDF.DATE.17","76","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 18","UDF.DATE.18","77","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 19","UDF.DATE.19","78","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 2","UDF.DATE.2","61","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 20","UDF.DATE.20","79","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 21","UDF.DATE.21","80","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 22","UDF.DATE.22","81","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 23","UDF.DATE.23","82","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 24","UDF.DATE.24","83","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 25","UDF.DATE.25","84","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 26","UDF.DATE.26","85","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 27","UDF.DATE.27","86","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 28","UDF.DATE.28","87","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 29","UDF.DATE.29","88","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 3","UDF.DATE.3","62","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 30","UDF.DATE.30","89","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 31","UDF.DATE.31","90","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 32","UDF.DATE.32","91","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 33","UDF.DATE.33","92","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 34","UDF.DATE.34","93","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 35","UDF.DATE.35","94","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 36","UDF.DATE.36","95","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 37","UDF.DATE.37","96","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 38","UDF.DATE.38","97","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 39","UDF.DATE.39","98","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 4","UDF.DATE.4","63","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 40","UDF.DATE.40","99","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 5","UDF.DATE.5","64","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 6","UDF.DATE.6","65","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 7","UDF.DATE.7","66","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 8","UDF.DATE.8","67","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Date 9","UDF.DATE.9","68","Date","No","","","","0","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 1","UDF.NUMERIC.1","100","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 10","UDF.NUMERIC.10","109","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 11","UDF.NUMERIC.11","110","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 12","UDF.NUMERIC.12","111","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 13","UDF.NUMERIC.13","112","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 14","UDF.NUMERIC.14","113","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 15","UDF.NUMERIC.15","114","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 16","UDF.NUMERIC.16","115","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 17","UDF.NUMERIC.17","116","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 18","UDF.NUMERIC.18","117","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 19","UDF.NUMERIC.19","118","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 2","UDF.NUMERIC.2","101","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 20","UDF.NUMERIC.20","119","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 21","UDF.NUMERIC.21","120","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 22","UDF.NUMERIC.22","121","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 23","UDF.NUMERIC.23","122","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 24","UDF.NUMERIC.24","123","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 25","UDF.NUMERIC.25","124","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 26","UDF.NUMERIC.26","125","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 27","UDF.NUMERIC.27","126","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 28","UDF.NUMERIC.28","127","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 29","UDF.NUMERIC.29","128","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 3","UDF.NUMERIC.3","102","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 30","UDF.NUMERIC.30","129","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 31","UDF.NUMERIC.31","130","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 32","UDF.NUMERIC.32","131","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 33","UDF.NUMERIC.33","132","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 34","UDF.NUMERIC.34","133","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 35","UDF.NUMERIC.35","134","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 36","UDF.NUMERIC.36","135","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
"AD Comments/UDFs","","UDF Numeric 37","UDF.NUMERIC.37","136","Numeric","No","","","","2","gstierley","Greg Stierley","2014-04-22","2014-04-22"
